ID305B,WATER_NAME,LOCATION,source,coord,county
VAW-N32R_WFC03A00,Wolf Creek,Wolf Creek mainstem waters from an unnamed bridge upstream to Bland/Giles County Line (NE81).,rvr,"c(-80.9379101449664, 37.2758081749879)",Giles
VAW-N32R_WFC04A00,Wolf Creek,Wolf Creek mainstem waters from the Bland/Giles County Line upstream to the confluence of Clear Fork Creek (NE81).,rvr,"c(-81.0515900446422, 37.2524338472087)",Bland
VAW-N32R_WFC30A00,Wolf Creek Tributaries,Wolf Creek tributary waters from the Bland/Giles County Line downstream (NE81).,rvr,"c(-80.8897794345472, 37.2925613425616)",Giles
VAW-N32R_ZZZ01A00,Wolf Creek Tributaries,Wolf Creek tributary waters from the Clear Fork confluence downstream to the Bland/Giles County Line within NE81.,rvr,"c(-81.0424388237306, 37.254928957981)",Bland
VAW-N34R_RHC01A00,Rich Creek,Rich Creek mainstem from its mouth on the New River upstream to the Rt. 219 crossing at the Virginia/West Virginia State Line.,rvr,"c(-80.8165693067472, 37.3978121349034)",Giles
VAW-N34R_RHC02A00,Rich Creek & Tributaries,Rich Creek mainstem and tributary waters located along Virginia/West Virginia State Line (NE82).,rvr,"c(-80.7931756132853, 37.3897651960256)",Giles
VAW-N34R_ZZZ01A14,Rich Creek Tributaries,Rich Creek tributary waters within NE83.,rvr,"c(-80.8152092655354, 37.3920911604445)",Giles
VAW-N35R_ADR01A00,Adair Run,Adair Run mainstem from its mouth on the New River upstream to the Virginia/West Virginia State Line.,rvr,"c(-80.8698755006576, 37.3737953587593)",Giles
VAW-N35R_NEW01A00,New River,New River mainstem from the Rt. 460 Bridge at Glen Lyn downstream to the Virginia/West Virginia State Line.,rvr,"c(-80.8585362749798, 37.4009774167755)",Giles
VAW-N35R_ZZZ01A00,New River & Adair Run Tributaries,Remaining waters in Watershed N35R.,rvr,"c(-80.8491020566117, 37.4072958085459)",Giles
VAS-O11L_BRU01A02,Hidden Valley Lake,"Hidden Valley Lake is a DGIF impoundment situated atop Clinch Mountain. At normal pool elevation, the reservoir has a maximum depth of 24 feet and a mean depth of 14 feet. Section (TH34).",res,"c(-82.0784761761242, 36.8465404913842)",Washington
VAS-O11L_LAU01A02,Laurel Bed Lake,"This lake is owned by DGIF and lies within Clinch Mountain State Wildlife Management Area.  Mountain slope, 20 to 30 degrees, maximum depth 11.3 M, public access by permit, boat ramp, fishing, camping, picnicking, WQS Section 1 (TH30).",res,"c(-81.8041038684817, 36.9619838280406)",Russell
VAS-O04L_HUN01A02,Hungry Mother Lake,"Man made reservoir in Hungry Mother State Park in Smyth County, WQS Section 5b (TH11).",res,"c(-81.5216921132615, 36.8770385063089)",Smyth
VAS-O06L_SFH01A00,South Holston Reservoir,"The TVA dam is located in Tennessee; the 7580 acre reservoir is owned and operated by the Tennessee Valley Authority to generate hydroelectric power, flood control and provide recreational opportunities, WQS Section 2. Acreage given is Virginia only.",res,"c(-81.9801268288631, 36.6167814285944)",Washington
VAS-Q13L_PNR01A02,John Flannagan Reservoir,"This reservoir was built by USACOE to provide flood control, pollution abatement, fish and wildlife habitat, and recreational opportunities.NE of Clintwood near Kentucky state line, WQS Section 4a (BS34).",res,"c(-82.3843669119679, 37.2112339782989)",Dickenson
VAS-P20L_PWL01L02,Lake Keokee,"This recreation impoundment was constructed in 1975, South of Exeter on Stone Mountain WQS Section 1 (TP07).",res,"c(-82.8613400188442, 36.8494087916872)",Lee
VAS-P09L_LSR01A02,Bark Camp Lake,Also known as Corder Bottom Lake; DGIF owned Scott County (TC23).,res,"c(-82.5262312574323, 36.8667963588065)",Scott
VAS-M02L_LOV01B10,Lovills Creek Lake,"Lovills Creek flood control impoundment east of Cana; completed in 1990 and owned by Carroll County, WQS Section 1 (YA05).",res,"c(-80.6455803067233, 36.5846446038661)",Carroll
VAS-P01L_CAV01A10,Lake Witten,"In Cavitts Creek Park this recreation reservoir was constructed by the U.S. Natural Resource Conservation Service, the lake is owned by Tazewell County; in WQS Section 2 (TC01).",res,"c(-81.5188748712465, 37.1708576944302)",Tazewell
VAS-P18L_PLL01L02,Big Cherry Reservoir,East of East Stone Gap on Powell Mountain in WQS Section 1c (TP05).,res,"c(-82.6685064994801, 36.8508319524071)",Scott
VAS-N10L_XBL01A02,Rural Retreat Lake,"DGIF managed fishery in Wythe County, WQS Section 2 (NE28).",res,"c(-81.282844952037, 36.8662426537929)",Wythe
VAS-P11L_XAR01A02,Wise Reservoir,South of Lonesome Pine Airport; WQS Section 2 (TC20).,res,"c(-82.5286122782215, 36.9661267504225)",Wise
VAS-Q13L_PNK01A02,North Fork Pound Reservoir,North Fork Pound Lake is a USACOE lake built in 1966 for flood control.  Ownership of the land surrounding the lake was transferred to the USFS. NE of Clintwood near Kentucky state line in WQS Section 4b (BS28).,res,"c(-82.6435035153153, 37.1176610700933)",Wise
VAN-A26L_POW01A06,Lake Montclair,Segment includes all of Lake Montclair.,res,"c(-77.349961341541, 38.6136144936054)",Prince William
VAN-A15L_ACO01A10,Lake Accotink,Segment includes all of Lake Accotink.,res,"c(-77.2216596732847, 38.7960367187099)",Fairfax
VAN-A24L_OCC01A02,Occoquan Reservoir,"Segment includes most of the Occoquan Reservoir; extending from rivermile 19.83 on the Occoquan River and rivermile 1.57 on Bull Run, at the crossing of the Route 612 bridge, downstream until the water supply dam of the Fairfax County Water Authority.",res,"c(-77.3386951031964, 38.7138022549671)",Prince William
VAN-A24L_OCC02A06,Occoquan Reservoir,Segment includes the upper Bull Run arm of the Occoquan Reservoir; extending from rivermile 2.89 on Bull Run downstream until the crossing of the Route 612 (Yates Ford Road) bridge.,res,"c(-77.3909262691881, 38.7479306243436)",Fairfax
VAN-A16L_SOH01A06,Burke Lake,Segment includes all of Burke Lake.,res,"c(-77.299253210382, 38.7626554381328)",Fairfax
VAN-A19L_BRU04A02,Lake Manassas (Broad Run Reservoir),Segment includes the upper portion of the lake; beginning at the start of Lake Manassas and continues downstream until the start of segment BRU03A02 (near the pipeline crossing). It does not include the lake arms. (Lacustrine zone),res,"c(-77.658129114574, 38.7707844717928)",Prince William
VAN-A19L_BRU07A12,Lake Manassas (Broad Run Reservoir),"Northern arm of Lake Manassas, beginning at the end of the flow-flowing waters of an unnamed tributary, and continuing to segment BRU03A02",res,"c(-77.6573146312285, 38.774908774382)",Prince William
VAN-A19L_BRU06A12,Lake Manassas (Broad Run Reservoir),"Northern arm of Lake Manassas, beginning at the end of the free-flowing waters of an unnamed tributary, and continuing to segment BRU03A02.",res,"c(-77.6440813112802, 38.7790648768525)",Prince William
VAN-A08L_GOO02A02,Goose Creek Reservoir,Segment includes the impounded waters downstream of the Dulles Greenway Road bridge.,res,"c(-77.5288415695525, 39.0501948357421)",Loudoun
VAN-E19L_MOT01A02,Motts Run Reservoir,Segment includes the lower half of Motts Run Reservoir; beginning at rivermile 0.8 and continuing downstream until the lake's discharge.,res,"c(-77.5477375311078, 38.3122613592294)",Spotsylvania
VAN-E19L_MOT02A02,Motts Run Reservoir,Segment includes the upper half of Motts Run Reservoir; beginning at the upper end of the reservoir and continuing downstream until rivermile 0.8.,res,"c(-77.5592240807451, 38.3164534291488)",Spotsylvania
VAN-A29L_LOH01A02,Abel Lake,Segment includes the upper portion of Abel Lake on the Long Branch arm; begins at the start of the backwater and continues downstream until the artificial path confluence of Long Branch with Potomac Creek.,res,"c(-77.48682907954, 38.4028913825943)",Stafford
VAN-A29L_POM03A02,Abel Lake,Segment includes the southern most portion of Abel Lake; beginning at the start of the inundated waters of the unnamed tributary entering the lake from the south downstream to roughly the artificial path confluence with Potomac Creek.,res,"c(-77.4848985499604, 38.3878681384958)",Stafford
VAN-A29L_POM01A02,Abel Lake,Segment includes the lower portion of Abel Lake; begins at the start of the artificial path confluence of Long Branch with Potomac Creek and continues downstream until the lake discharge point.,res,"c(-77.4819745610692, 38.3909970209165)",Stafford
VAN-A08L_GOO02B06,Goose Creek Reservoir,Segment includes the impounded waters upstream of the Dulles Greenway Road bridge.,res,"c(-77.5434883858533, 39.0325515551854)",Loudoun
VAN-A25L_OCC01A10,Occoquan Reservoir,Segment part of the Occoquan Reservoir; extending from the water supply dam of the Fairfax County Water Authority downstream to the low dam.,res,"c(-77.2723724234672, 38.6919154996786)",Fairfax
VAN-A19L_ZZZ01A02,Lake Manassas (Broad Run Reservoir),Remaining unassessed portion of Lake Manassas.,res,"c(-77.6462934403615, 38.7643933100642)",Prince William
VAN-A19L_NOF01A12,Lake Manassas (Broad Run Reservoir),"North Fork Broad Run arm of the lake, beginning at the end of the free-flowing portion of North Fork Broad Run, and continuing to the main body of Lake Manassas. (Lacustrine zone)",res,"c(-77.6272378865089, 38.7788699995012)",Prince William
VAN-E09L_MTN01A02,Lake Pelham,Segment includes all of Lake Pelham.,res,"c(-78.0306770652701, 38.464178323411)",Culpeper
VAN-E09L_MTN02A02,Mountain Run Reservoir,Segment includes all of Mountain Run Reservoir.,res,"c(-78.0716575664992, 38.4780031606279)",Culpeper
VAN-A19L_BRU02A02,Lake Manassas (Broad Run Reservoir),Segment includes the lower portion of the lake; beginning at the sailing line confluence of North Fork to Broad Run and continues downstream until the dam/spillway. It does not include the lake arm extending upstream on North Fork. (Lacustrine zone),res,"c(-77.6277215137605, 38.7680589092352)",Prince William
VAN-E18L_HNT01A08,Hunting Run Reservoir,Segment includes all of Hunting Run Reservoir.,res,"c(-77.6480259760834, 38.3440803775507)",Spotsylvania
VAN-A19L_BRU03A02,Lake Manassas (Broad Run Reservoir),"Segment includes the middle portion of the lake, not including lake arms; beginning at the sailing line confluence with an unnamed tributary to Broad Run (near the pipeline crossing) and continues downstream until the start of BRU02A02. (Lacustrine zone)",res,"c(-77.6413513514717, 38.7706887587329)",Prince William
VAN-A27L_BED01A02,Smith Lake (Aquia Reservoir),Segment begins at the start of the backwater on the Beaverdam Run arm of Smith Lake and extends until the artificial path confluence to Aquia Creek.,res,"c(-77.4054045476545, 38.4935303458189)",Stafford
VAN-A27L_AUA01A02,Smith Lake (Aquia Reservoir),Segment begins at the start of the backwater on the Aquia Creek arm of Smith Lake and extends to the discharge of the lake.,res,"c(-77.4080758201147, 38.4886271460983)",Stafford
VAN-A29L_POM02A02,Abel Lake,Segment includes the portion of Abel Lake from the start of the backwaters on Potomac Creek and continues downstream until the artificial path confluence of Long Branch with Potomac Creek.  Does not include the southern most arm of Abel Lake.,res,"c(-77.4866002966571, 38.3916993122926)",Stafford
VAN-A29L_LOH02A02,Curtis Lake,Segment includes all of Curtis Lake.,res,"c(-77.5649030677631, 38.4365346641957)",Stafford
VAN-A08L_BEE01A08,Beaverdam Reservoir,Beaverdam Reservoir,res,"c(-77.5389385101977, 39.0127156508083)",Loudoun
VAN-A26L_CHO01A08,Breckenridge Reservoir,Segment includes all of Breckenridge Reservoir.,res,"c(-77.3959038977122, 38.5430287000353)",Stafford
VAN-A27L_BED02A08,Lunga Reservoir,Segment includes all of Lunga Reservoir.,res,"c(-77.4708427025408, 38.5323991115655)",Stafford
VAT-G11L_LHR02A20,"Lee Hall Reservoir- Upper, Middle",Located southeast of Lee Hall area. Northeast of Fort Eustis.  Lee Hall middle and upper is split by I-64.  Newport News PWS.,res,"c(-76.5496942629541, 37.1839375452422)",Newport News
VAT-G11L_LHR01A08,Lee Hall Reservoir-Lower,Located southeast of Lee Hall area. Northeast of Fort Eustis.  Lee Hall lower basins south of CSX Railroad.  Newport News PWS.,res,"c(-76.5610314417124, 37.1739746950645)",Newport News
VAV-B16L_NTH01A04,Elkhorn Lake,Elkhorn Lake,res,"c(-79.2278572634757, 38.328726282294)",Augusta
VAV-B20L_01,Switzer Lake,Switzer Lake,res,"c(-79.1428658742096, 38.5683447233734)",Rockingham
VAV-B31L_00,Coles Run Reservoir,Coles Run Reservoir,res,"c(-79.0300890673765, 37.9744503823452)",Augusta
VAV-H17L_TOT01A04,Totier Creek Reservoir,Totier Creek Reservoir,res,"c(-78.5125781423473, 37.7783907431887)",Albemarle
VAV-H32L_00,Fluvanna Ruritan Lake,Fluvanna Ruritan Lake,res,"c(-78.3781401579226, 37.8919846987232)",Fluvanna
VAV-I38L_MOR01A10,Lexington Reservoir,Lexington Reservoir,res,"c(-79.6487889375049, 37.7455357674546)",Rockbridge
VAV-B49L_STY01A10,Lake Laura,Lake Laura,res,"c(-78.7931872962697, 38.798074896014)",Shenandoah
VAV-B25L_00,Silver Lake,Silver Lake at Dayton,res,"c(-78.9407941369663, 38.424180969799)",Rockingham
VAV-B29L_CNG01A04,Lake Shenandoah,Lake Shenandoah,res,"c(-78.8364416787384, 38.3809441687135)",Rockingham
VAV-H13L_XLU01A04,Lake Nelson,Lake Nelson,res,"c(-78.8839148839636, 37.6901582114433)",Nelson
VAV-H23L_SIN01A04,Lake Albemarle,Lake Albemarle,res,"c(-78.6284497789011, 38.0923826073123)",Albemarle
VAV-H24L_MNR01A04,Sugar Hollow Reservoir,Sugar Hollow Reservoir,res,"c(-78.742898335049, 38.1374344782465)",Albemarle
VAV-H26L_01,S F Rivanna River Reservoir,South Fork Rivanna River Reservoir,res,"c(-78.4927174850673, 38.1061281514928)",Albemarle
VAV-I38L_XMW01A04,Lake Robertson,Lake Robertson,res,"c(-79.6078674473627, 37.8033819968119)",Rockbridge
VAV-B16L_01,Staunton Dam Lake,Staunton Dam Lake,res,"c(-79.2081455167929, 38.3329061792468)",Augusta
VAV-H23L_00,Beaver Creek Reservoir,Beaver Creek Reservoir,res,"c(-78.6601418236758, 38.0765657054127)",Albemarle
VAV-H28L_XLV01A04,Ragged Mountain Reservoir,Ragged Mountain Reservoir,res,"c(-78.5642170523495, 38.029975891964)",Albemarle
VAV-B56L_CRO01A04,Lake Frederick,Lake Frederick,res,"c(-78.1601098757334, 39.048654508921)",Frederick
VAV-I09L_WLN01A00,Douthat Lake,Douthat Lake located in Douthat State Park,res,"c(-79.8002793147083, 37.9058770074624)",Bath
VAV-B09L_ABR01A08,Shenandoah University South Pond,Shenandoah University South Pond,res,"c(-78.1588899997535, 39.1663231424422)",Winchester
VAV-B09L_ABR01B08,Shenandoah University North Pond,Shenandoah University North Pond,res,"c(-78.1588096268076, 39.1666974942078)",Winchester
VAV-B09L_ABR01C08,Winchester Country Club Pond,Winchester Country Club Pond,res,"c(-78.1481241887256, 39.172933715301)",Winchester
VAV-H27L_JCB01A08,Chris Green Lake,Chris Green Lake,res,"c(-78.4412777923746, 38.1632758567052)",Albemarle
VAV-B39L_DRI01A08,Lake Arrowhead,Lake Arrowhead,res,"c(-78.3889006731806, 38.6408163078215)",Page
VAV-B12L_TAM01A08,Tams Lake,"Tams Lake in Gypsy Hill Park, Staunton.",res,"c(-79.0822008374717, 38.1584780424604)",Staunton
VAV-B26L_NEW01A08,Newman Lake,Newman Lake on the James Madison University Campus.,res,"c(-78.8749234915834, 38.4332309948677)",Harrisonburg
VAV-B47L_00,Mount Jackson Reservoir,Mount Jackson Reservoir,res,"c(-78.6093882919627, 38.7294036899643)",Shenandoah
VAV-B54L_00,Strasburg Reservoir,Strasburg Reservoir,res,"c(-78.3543767044748, 38.9455524339295)",Shenandoah
VAV-B56L_CRO01A20,East Arm Lake Frederick,East Arm Lake Frederick,res,"c(-78.1542951493737, 39.0470989016722)",Frederick
VAP-K16L_NTW01L04,Fort Pickett Reservoir,Fort Pickett Reservoir,res,"c(-77.9792504631936, 36.9956357862558)",Brunswick
VAW-L66L_CRR01A02,Cherrystone Reservoir,Cherrystone Reservoir from its impounding structure upstream to its backwaters.,res,"c(-79.433273918087, 36.8596615015674)",Pittsylvania
VAW-L66L_RFK01A06,Roaring Fork Reservoir,From its headwaters to its impounding structure,res,"c(-79.4363771969654, 36.8470312422804)",Pittsylvania
VAW-L38L_HTA01L00,Conner Lake,On Hunting Creek.,res,"c(-78.8018181319289, 36.9207242534874)",Halifax
VAW-L75L_ROA05L98,Kerr Reservoir,"Kerr Reservoir from the John H. Kerr dam to its backwaters, excluding the Dan River portion, Bluestone Creek and Buffalo Creek.",res,"c(-78.4420263800084, 36.5980458130925)",Mecklenburg
VAW-H11L_TRH01A02,Thrashers Creek Reservoir,Thrashers Creek Reservoir from its impounding structure upstream to its backwaters.,res,"c(-79.1387927124295, 37.6726637480494)",Amherst
VAW-H11L_SHS01A02,Stonehouse Creek Reservoir,Stonehouse Creek Reservoir from its impounding structure upstream to its backwaters.,res,"c(-79.1185824579564, 37.675127465122)",Amherst
VAP-H21L_TBM01A06,Troublesome Reservoir,Troublesome Reservoir,res,"c(-78.5286033729524, 37.5661184794975)",Buckingham
VAP-K14L_NTW01L00,Nottoway Falls Lake,Nottoway River,res,"c(-78.1537592261627, 37.0458579508637)",Lunenburg
VAP-K15L_LZT01L00,Nottoway Pond,Lazaretto Creek,res,"c(-78.0901809057095, 37.126411185276)",Nottoway
VAW-L76L_BMA01A06,Buffalo Creek,Buffalo Creek and Tribs included in the boundaries of Kerr Reservoir,res,"c(-78.6382282002545, 36.6505211109018)",Mecklenburg
VAW-L77L_BST01A06,Bluestone Creek,Bluestone Creek and Tribs included in the boundaries of Kerr Reservoir,res,"c(-78.5786101357931, 36.6781676734724)",Mecklenburg
VAW-L79L_MES01L00,Lake Gordon,On Miles Creek.,res,"c(-78.2120182382337, 36.6977928504358)",Mecklenburg
VAW-L71L_BAN03L00,Banister Lake,From its impounding structure to its backwaters on the Banister River,res,"c(-78.9484289666991, 36.786043333923)",Halifax
VAW-L73L_DAN07A04,Dan River,Peter Creek Confluence to Roanoke River Confluence (Kerr Reservoir),res,"c(-78.69810891551, 36.6847972593572)",Halifax
VAW-L80L_ROA08A04,Lake Gaston,"Lower Portion of Lake Gaston on the Roanoke River- Smith Creek confluence downstream to the VA/NC State Line, including coves that enter the mainstem within VA.",res,"c(-78.1019341694091, 36.5570061076431)",Mecklenburg
VAW-L79L_ROA07A98,Roanoke River,Upper portion of Lake Gaston - Route 1 to the confluence of Smith Creek.,res,"c(-78.1785348983976, 36.5908282824022)",Mecklenburg
VAW-H11L_MIN01A06,Mill Creek Reservoir,Mill Creek Reservoir,res,"c(-79.0825244893975, 37.6649827295454)",Amherst
VAP-J03L_XEP01A06,Goodwin Lake,Prince Edward and Goodwin Lake State Park,res,"c(-78.2812518135621, 37.1733876289108)",Prince Edward
VAT-G11L_LSL01I06,Lone Star Lake I (PWS),Upstream impounded portions of Chuckatuck Creek. Pond south and adjacent to Chuckatuck Creek. Water supply system composed of flooded borrow pits. Suffolk PWS component. Butler Lake.,res,"c(-76.5708060211087, 36.8678258974097)",Suffolk
VAT-G12L_LCN01A06,Lake Cohoon (PWS),Southeast of Myrtle. West and upstream of Lake Meade (portion of the headwater impoundment system of the Nansemond River). Portion of Portsmouth PWS system.,res,"c(-76.6493491383286, 36.7562122932827)",Suffolk
VAT-G12L_LKK01A06,Lake Kilby (PWS),Northwest of Suffolk Municipal Airport. South of Pitchkettle Creek. Most southwest branch of Lake Kilby/Pitchkettle Creek/Lake Meade system (headwater impoundments of Nansemond River). Portion of Portsmouth PWS system.,res,"c(-76.6139936675546, 36.7165294973759)",Suffolk
VAT-G12L_LMD01A06,Lake Meade (PWS),Northwest of City of Suffolk. Headwater impoundments of Nansemond River. Downstream receptor of Lakes Cohoon & Kilby. Portion of Portsmouth PWS system.,res,"c(-76.6040484093272, 36.7496391778554)",Suffolk
VAW-N16L_NEW01B14,Claytor Lake (New River),Claytor Lake from the Claytor State Park Cabins upstream to the former Burlington Industries water intake.,res,"c(-80.6376439425781, 37.0561750430333)",Pulaski
VAW-L10L_BWR03B14,Smith Mtn. Lake ( Blackwater River),Blackwater River from its back waters downstream to ~1.6 miles downstream of the Brooks Mill Bridge (RU24).,res,"c(-79.7510991638701, 37.0567502978222)",Franklin
VAW-L82L_ZZZ01A04,Lake Gaston,Pea Hill Creek Cove of Lake Gaston to the VA/NC State Line RL23,res,"c(-77.8654254510757, 36.5611567261244)",Brunswick
VAW-L81L_ZZZ01A04,Lake Gaston,Poplar Creek Cove of Lake Gaston to the VA/NC State Line,res,"c(-78.0371605637602, 36.5640220967423)",Brunswick
VAP-J03L_SDY01A06,Sandy River Reservoir,Sandy River,res,"c(-78.3135553345524, 37.2420001005319)",Prince Edward
VAN-F17L_CAM01A06,Bowies Pond,Segment includes all of Bowies Pond.,res,"c(-77.377116725005, 38.0966350136932)",Caroline
VAN-F21L_RDY01A06,Reedy Millpond,Segment includes all of Reedy Millpond.,res,"c(-77.301072356094, 37.8991547602161)",Caroline
VAN-F22L_DOC01A06,Collins Pond,Segment includes all of Collins Pond.,res,"c(-77.2821303660609, 37.9681668434506)",Caroline
VAW-L11L_GIL02A10,Smith Mtn. Lake (Gills Creek),Gills Creek from the end of Route 665 upstream to its backwaters (RU25).,res,"c(-79.6884144844538, 37.0744967020621)",Franklin
VAW-L12L_ROA01A02,Smith Mtn. Lake (Roanoke River),Roanoke River from Smith Mountain Dam upstream to the confluence of the Blackwater River (RU27).,res,"c(-79.565629997084, 37.0411783265278)",Bedford
VAW-L07L_ROA02A10,Smith Mtn. Lake (Roanoke River),"Roanoke River from 37°04'39"" / 79°37'15"" below the State Park upstream to approximately 1 mile downstream of the Hales Ford Bridge.",res,"c(-79.6277915453831, 37.0979136732626)",Bedford
VAW-L07L_ROA03A10,Smith Mtn. Lake (Roanoke River),Roanoke River from approximately 1 mile downstream of the Hales Ford Bridge upstream to the mouth of Falling Creek.,res,"c(-79.711910342339, 37.1700538449574)",Franklin
VAW-N16L_NEW02A02,Claytor Lake (New River),Claytor Lake from the Claytor State Park Cabins upstream to the confluence of Peak Creek,res,"c(-80.6647766282425, 37.0588317497781)",Pulaski
VAW-L07L_ROA05A14,Smith Mtn. Lake (Roanoke River),Roanoke River from the Back Creek confluence downstream to ~ 3/4 miles upstream of the Hardy Road Bridge.,res,"c(-79.8259158175369, 37.2212573027018)",Bedford
VAW-L51L_GOB01A02,Philpott Reservoir (Goblin Town Creek),Philpott Reservoir - Goblin Town Creek arm from its confluence with the Smith River upstream to the Fairystone Dam.,res,"c(-80.0810838802966, 36.808215350949)",Patrick
VAW-L51L_SRE01A02,Philpott Reservoir (Smith River),Philpott Reservoir from its impounding structure upstream to just above the confluence of Goblin Town Creek.,res,"c(-80.0454609682253, 36.7936790483468)",Patrick
VAT-C08L_LAW01A08,Lake Whitehurst (PWS),Located south of Little Creek Harbor. From Rt. 60 south to border of Norfolk Intl Airport. Overflow is downstream to Little Creek Cove/Harbor. City of Norfolk PWS.,res,"c(-76.2012873320072, 36.9045172709387)",Norfolk
VAT-C08L_LAS01A08,Lake Smith (PWS),"East of Norfolk Municipal Airport, south of Little Creek Reservoir. City of Norfolk PWS.
",res,"c(-76.1543804990372, 36.885532262525)",Virginia Beach
VAT-C08L_LTR01A08,Little Creek Reservoir - (PWS),"Located south of Little Creek Amphibious Base.  Segment begins at upper portion of lake, begins at Rt 13 (RM 1.0) downstream to north, ends at lake terminus @ route 60 (RM 0.0). City of Norfolk PWS.",res,"c(-76.1671382329495, 36.9009880581365)",Virginia Beach
VAT-C08L_MTL01A06,Lake Trashmore - Western Pond,"Headwaters area of Thalia Cr. to Eastern Br. Lynnhaven River. Includes Western portion of dual ponds lake system, pond on eastern side of Mt. Trashmore is not included in VDH advisory.",res,"c(-76.1258828149816, 36.827284820015)",Virginia Beach
VAT-C07L_POQ01A04,Harwoods Mill Reservoir (PWS),"Harwoods Mill Reservoir, portion of Poquoson River upstream of dam @ RM 5.7. PWS for York County.",res,"c(-76.4713693962556, 37.1455469185593)",York
VAT-C08L_LAR01A06,Lake Wright,"South of Norfolk Intl. Airport, south of Rt I-64 adjacent to USAA Office Park. Sampled by City of Norfolk as PWS.",res,"c(-76.2035227027063, 36.8757749985408)",Norfolk
VAT-K39L_LKD01A06,Lake Drummond,Within the Great Dismal Swamp National Wildlife Refuge. Located on City of Suffolk/City of Chesapeake boundary near NC state line. Entirety of lake.,res,"c(-76.4697365653833, 36.6028283624751)",Chesapeake
VAT-K35L_LTD01A02,Airfield Pond,Pond north of Lightwood Swamp; off of State Route 628,res,"c(-77.033421655553, 36.9077744080396)",Sussex
VAT-C08L_LAJ01A14,Lake Joyce,Virginia Beach lake north of Shore Drive and east of Chesapeake Bay Bridge Tunnel. Near Baylake Pines.,res,"c(-76.1233369358284, 36.9104332150327)",Virginia Beach
VAT-G12L_SPE01A06,Speights Run - Lake (PWS),Northwest of Suffolk Municipal Airport. Southwest of Lake Kilby. Most southwest branch and upstream of Lake Kilby/Lake Meade system (headwater impoundments of Nansemond River). Portion of Portsmouth PWS system.,res,"c(-76.6404891261818, 36.7133715642581)",Suffolk
VAT-G14L_LPR01A06,Lake Prince - Reservoir (PWS),"Northwest of Suffolk, south of Town of Indika. Southwest branch of Western Branch Reservoir system. Upstream of Western Branch Reservoir. Portion of Norfolk water supply reservoirs.",res,"c(-76.6466803562406, 36.8064590323533)",Suffolk
VAT-G11L_LSL01G06,Lone Star Lake G (PWS),Upstream impounded portions of Chuckatuck Creek. Pond north and adjacent to Chuckatuck Creek. Water supply system composed of flooded borrow pits. Suffolk PWS component.  Crane Lake.,res,"c(-76.5757624787221, 36.8753184901639)",Suffolk
VAN-F07L_CON02A08,Lake Anna/Contrary Creek,"Segment includes the remainder of the Contrary Creek arm of Lake Anna, beginning at the start of the inundated waters and continuing downstream until around rivermile 3.53.",res,"c(-77.8535703127832, 38.064234259536)",Louisa
VAN-F01L_DOV01A06,Lake Gordonsville,Segment includes all of Lake Gordonsville.,res,"c(-78.207994038908, 38.0911055305227)",Louisa
VAW-N17L_PKC01A10,Claytor Lake (Peak Creek),Peak Creek from its confluence with the New River upstream to the end of the WQS public water supply (PWS) designation.,res,"c(-80.6868733590522, 37.0450660599025)",Pulaski
VAW-L07L_ROA04A10,Smith Mtn. Lake (Roanoke River),Roanoke River from ~ 3/4 miles upstream of the Hardy Road Bridge downstream to the confluence of Falling Creek.,res,"c(-79.7958157967954, 37.2242165261822)",Bedford
VAW-L10L_XUV01A10,Smith Mtn. Lake - Crazy Horse Camp Ground and Marinia,"Off Route 601, Franklin County, on backwaters of an unnamed tributary (XUV) to Blackwater River in Smith Mountain Lake 37°04'04"" / 79°38'54"".",res,"c(-79.6472634409998, 37.0660048792348)",Franklin
VAW-L13L_PGG01A02,Leesville Lake (Pigg R.),Pigg River from its confluence with the Roanoke River in Leesville Lake upstream to its backwaters (RU37).,res,"c(-79.4961603498367, 36.9954130382047)",Pittsylvania
VAW-L42L_DAN01A02,Talbott Reservoir,Talbott Reservoir from its impounding structure upstream to its backwaters (RD01).,res,"c(-80.3887819113181, 36.6776983811569)",Patrick
VAW-L13L_OWC01A18,Old Womans Creek,Old Womans Creek from its confluence with the Roanoke River upstream to its backwaters.,res,"c(-79.3981650675451, 37.0572588882539)",Pittsylvania
VAW-L13L_ROA01A18,Leesville Lake,Roanoke River from the mouth of Old Womans Creek downstream to Leesville Dam.,res,"c(-79.4024146910276, 37.0781626476831)",Pittsylvania
VAW-L13L_ROA02A18,Leesville Lake Middle (Roanoke R.),Roanoke River from the Pigg River mouth downstream to the Old Womans Creek mouth.,res,"c(-79.458475505818, 37.0501180032716)",Bedford
VAW-L13L_ROA03A18,Leesville Lake,Roanoke River from the Smith Mountain Dam downstream to the Pigg River confluence.,res,"c(-79.5029495306668, 37.0241312774136)",Bedford
VAW-L34L_PLP01A02,Phelps Creek Reservoir,Phelps Creek Reservoir,res,"c(-78.9545892104657, 37.0690227802599)",Campbell
VAP-G04L_SKC01A08,Sunken Meadow Pond,The pond in its entirety.,res,"c(-76.9395428483589, 37.2116115771503)",Surry
VAP-G01L_FAC01A98,Falling Creek Reservoir,Falling Creek Reservoir,res,"c(-77.479404027244, 37.4593168508422)",Chesterfield
